AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
GUILD_MARK_NOT_ENOUGH_LEVEL	Niveau min. requis : 3
GUILD_MARK_UPLOAD_NOTICE	Veuillez patienter un instant afin d'enregistrer le logo de guilde.
GUILD_MEMBER_JOB	Classe
GUILD_MEMBER_KNIGHT	Combattant
GUILD_MEMBER_LEVEL	Niveau
GUILD_MEMBER_NAME	Membre
GUILD_MEMBER_RANK	Rang
GUILD_MEMBER_SPECIFIC_GRAVITY	Don d'EXP
GUILD_NAME	Nom de Guilde
GUILD_NOT_ENOUGH_MATERIAL	Pas assez de ressources pour ce bâtiment.
GUILD_NOT_ENOUGH_MONEY	Pas assez de Yangs pour ce bâtiment.
GUILD_NO_NOTICE_PERMISSION	Vous n'avez pas les droits pour rédiger une annonce.
GUILD_OBJECT	Objets
GUILD_OBJECT_POSSIBLE_NEWWORLD	Ce bâtiment n'est disponible que sur le continent de Yohara.
GUILD_OFFER_EXP	Investir avec des XP
GUILD_SELECT_ONE	Choisissez un membre de la guilde.
GUILD_SHORT_EXP	Pas assez de points d'expérience.
GUILD_SITE_AUCTION_END_TIME	Vente aux enchères de terres : %02d/%02d (mois/jour) à %02dh%02d
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Vente aux enchères des terres : s.o.
GUILD_SITE_AUCTION_INFO	Terres proposées : %s/%d, %d
GUILD_SITE_AUCTION_INFO_DEFAULT	Terres proposées : s.o.
GUILD_SITE_AUCTION_MAP_INFO	Date (mois/jour): %02d/%02d ; heure : %02dh%02d
GUILD_SITE_AUCTION_STATE_NONE	Toutes les offres ont été soumises.
GUILD_SITE_AUCTION_STATE_REGIST	Dans %s, l'enchère des terres %s, %s commencera. Seuls les chefs de guildes peuvent s'inscrire aux ventes aux enchères de terres.
GUILD_SITE_AUCTION_STATE_RUN	La vente aux enchères de terres termine le %02d/%02d (mois/jour) à %02dh%02d.
GUILD_SITE_AUCTION_STATE_WAIT	Au %02d/%02d (mois/jour) à %02dh%02d commence la vente aux enchères de terres pour %s, contrée %d, %d.
GUILD_SITE_AUTO_ABNDON_TIME	Adjudication automatique des terres : %s
GUILD_SITE_TAX_INFO	Le terrain de guilde est cédé dans %s. Tous les objets présents dans l'entrepôt de guilde seront supprimés.
GUILD_TILE_BASEINFO	Informations du terrain
GUILD_TILE_BOARD	Notes de guilde
GUILD_TILE_GRADE	Gestion des droits
GUILD_TILE_INFO	Informations sur la Guilde
GUILD_TILE_MEMBER	Membres
GUILD_TILE_SKILL	Compétence de Guilde
GUILD_USE_MASTER_ONLY	Seul le chef de guilde possède ces droits.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Terrain de guerre de guildes
GUILD_WAR2	Terrain de guerre de guildes
GUILD_WAR3	Terrain de guerre de guildes
GUILD_WAR4	Terrain de guerre de guildes
GUILD_WAR_GAINSCORE_FIFTY	50 points
GUILD_WAR_GAINSCORE_HUNDRED	100 points
GUILD_WAR_GAINSCORE_THIRTY	30 points
GUILD_WAR_GAMETIME_SIXTY	60 minutes
GUILD_WAR_GAMETIME_TEN	10 minutes
GUILD_WAR_GAMETIME_THIRTY	30 minutes
GUILD_WAR_LIMIT_30MIN	Temps : 30 Minutes
GUILD_WAR_REWARD_POTION	Récompense : le vainqueur reçoit une potion/
GUILD_WAR_SELECT_WAR	Choisir le type de combat
GUILD_WAR_TYPE_DEFENSE	Combat de bouclier
GUILD_WAR_TYPE_DIE	Combat en arène
GUILD_WAR_TYPE_FLAG	Combat de drapeau
GUILD_WAR_TYPE_NORMAL	Champ de bataille
GUILD_WAR_TYPE_TIGER	Combat à mort
GUILD_WAR_TYPE_TIME	Attaque minutée
GUILD_WAR_USE_BATTLE_MAP	Lieu : Arène de guerre des guildes
GUILD_WAR_USE_NORMAL_MAP	Lieu : carte normale
GUILD_WAR_WIN_CHECK_SCORE	Le plus haut résultat gagne la guerre.
GUILD_WAR_WIN_FIVE	Cinq parties
GUILD_WAR_WIN_ONE	Une partie
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Capturez le drapeau de l'ennemi
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	et ramenez-le à votre base.
GUILD_WAR_WIN_THREE	Trois parties
GUILD_WAR_WIN_WIPE_OUT_GUILD	Battez tous les ennemis pour gagner
GUILD_WITHDRAW	Retrait
GUILD_YOU_DO_NOT_JOIN	Vous n'êtes membre d'aucune guilde.
HACK_USER_MESSAGE	Cette fonction n'est pas disponible, car un programme de hacking a été trouvé.
HORSE_HEALTH0	Mort
HORSE_HEALTH1	Affamé.
HORSE_HEALTH2	A faim
HORSE_HEALTH3	Nourri
HORSE_LEVEL1	Cheval normal
HORSE_LEVEL2	Cheval de combat
HORSE_LEVEL3	Cheval militaire
HORSE_LEVEL4	Cheval de combat puissant
HOUR	h
HOW_MANY_ITEM_DO_YOU_DROP1	Souhaitez-vous abandonner %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Souhaitez-vous abandonner  %s %d?
INPUT_MATRIX_CARD_NUMBER	Entrez votre numéro de carte Matrix
INPUT_MATRIX_CARD_TITLE	Matrix Card
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Entrer le code d'effacement (voir dans options de compte).
INPUT_PRIVATE_CODE_DIALOG_TITLE	Supprimer le personnage
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Role of Return cannot be combined.
INVENTORY_REALLY_USE_ITEM	Voulez-vous utiliser cet objet sur cet objet ?
INVENTORY_REALLY_USE_ITEM2	Souhaitez-vous vraiment utiliser cet objet ?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Souhaitez-vous vraiment mettre votre familier dans le sac de transport ?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Souhaitez-vous ouvrir un sac de transport ?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	Souhaitez-vous donner en pâture %s à %s ?
IS_NOT_PET_CHANGE_ITEM	Ce n'est pas l'objet d'enchantement de familier.
IS_NOT_PET_ITEM	Ce n'est pas un familier.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Aucun
JOB_ASSASSIN1	Ninja Assassin
JOB_ASSASSIN2	Ninja Archer
JOB_SHAMAN	Chamane
JOB_SHAMAN0	Aucun
JOB_SHAMAN1	Chamane Dragon
JOB_SHAMAN2	Chamane Soin
JOB_SURA	Sura
JOB_SURA0	Aucun
JOB_SURA1	Sura Arme magique
JOB_SURA2	Sura Magie noire
JOB_WARRIOR	Guerrier
JOB_WARRIOR0	Aucun
JOB_WARRIOR1	Guerrier Corps à Corps
JOB_WARRIOR2	Guerrier Mental
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Lycan débutant
JOB_WOLFMAN1	Instinct
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	Fermer sans sauvegarder ?
KEYCHANGE_IMPOSSIBLE_CHANGE	Ici, l'utilisation des touches [Ctrl], [Alt] et [Maj] n'est pas autorisée !
KEYCHANGE_SAVE_EXIT	Sauvegarder et fermer ?
KEY_0	à
KEY_0_LALT	Alt + à
KEY_0_LCONTROL	Ctrl + à
KEY_0_LSHIFT	Maj + à
KEY_1	&
KEY_1_LALT	Alt + &
KEY_1_LCONTROL	Ctrl + &
KEY_1_LSHIFT	Maj + &
KEY_2	é
KEY_2_LALT	Alt + é
KEY_2_LCONTROL	Ctrl + é
KEY_2_LSHIFT	Maj + é
KEY_3	"
KEY_3_LALT	Alt + "
KEY_3_LCONTROL	Ctrl + "
KEY_3_LSHIFT	Maj + "
KEY_4	'
KEY_4_LALT	Alt + '
KEY_4_LCONTROL	Ctrl + '
KEY_4_LSHIFT	Maj + '
KEY_5	(
KEY_5_LALT	Alt + (
KEY_5_LCONTROL	Ctrl + (
KEY_5_LSHIFT	Maj + (
KEY_6	-
KEY_6_LALT	Alt + -
KEY_6_LCONTROL	Ctrl + -
KEY_6_LSHIFT	Maj + -
KEY_7	è
KEY_7_LALT	Alt + è
KEY_7_LCONTROL	Ctrl + è
KEY_7_LSHIFT	Maj + è
KEY_8	_
KEY_8_LALT	Alt + _
KEY_8_LCONTROL	Ctrl + _
KEY_8_LSHIFT	Maj + _
KEY_9	ç
KEY_9_LALT	Alt + ç
KEY_9_LCONTROL	Ctrl + ç
KEY_9_LSHIFT	Maj + ç
KEY_A	Q
KEY_ADD	$
KEY_A_LALT	Alt + Q
KEY_A_LCONTROL	Ctrl + Q
KEY_A_LSHIFT	Maj + Q
KEY_B	B
KEY_B_LALT	Alt + B
KEY_B_LCONTROL	Ctrl + B
KEY_B_LSHIFT	Maj + B
KEY_C	C
KEY_COMMA	;
KEY_COMMA_LALT	Alt + ;
KEY_COMMA_LCONTROL	Ctrl + ;
KEY_COMMA_LSHIFT	Maj + ;
KEY_C_LALT	Alt + C
KEY_C_LCONTROL	Ctrl + C
KEY_C_LSHIFT	Maj + C
KEY_D	D
KEY_DOWN	Flèche bas
KEY_D_LALT	Alt + D
KEY_D_LCONTROL	Ctrl + D
KEY_D_LSHIFT	Maj + D
KEY_E	E
KEY_E_LALT	Alt + E
KEY_E_LCONTROL	Ctrl + E
KEY_E_LSHIFT	Maj + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	Alt + F1
KEY_F1_LCONTROL	Ctrl + F1
KEY_F1_LSHIFT	Maj + F1
KEY_F2	F2
KEY_F2_LALT	Alt + F2
KEY_F2_LCONTROL	Ctrl + F2
KEY_F2_LSHIFT	Maj + F2
KEY_F3	F3
KEY_F3_LALT	Alt + F3
KEY_F3_LCONTROL	Ctrl + F3
KEY_F3_LSHIFT	Maj + F3
KEY_F4	F4
KEY_F4_LALT	Alt + F4
KEY_F4_LCONTROL	Ctrl + F4
KEY_F4_LSHIFT	Maj + F4
KEY_F5	F5
KEY_F5_LALT	Alt + F5
KEY_F5_LCONTROL	Ctrl + F5
KEY_F5_LSHIFT	Maj + F5
KEY_F6	F6
KEY_F6_LALT	Alt + F6
KEY_F6_LCONTROL	Ctrl + F6
KEY_F6_LSHIFT	Maj + F6
KEY_F7	F7
KEY_F7_LALT	Alt + F7
KEY_F7_LCONTROL	Ctrl + F7
KEY_F7_LSHIFT	Maj + F7
KEY_F8	F8
KEY_F8_LALT	Alt + F8
KEY_F8_LCONTROL	Ctrl + F8
KEY_F8_LSHIFT	Maj + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	Ctrl + F9
KEY_F9_LSHIFT	Maj + F9
KEY_F10	F10
KEY_F10_LALT	Alt + F10
KEY_F10_LCONTROL	Ctrl + F10
KEY_F10_LSHIFT	Maj + F10
KEY_F_LALT	Alt + F
KEY_F_LCONTROL	Ctrl + F
KEY_F_LSHIFT	Maj + F
KEY_G	G
KEY_GRAVE	²
KEY_GRAVE_LALT	Alt + ²
KEY_GRAVE_LCONTROL	Ctrl + ²
KEY_GRAVE_LSHIFT	Maj + ²
KEY_G_LALT	Alt + G
KEY_G_LCONTROL	Ctrl + G
KEY_G_LSHIFT	Maj + G
KEY_H	H
KEY_H_LALT	Alt + H
KEY_H_LCONTROL	Ctrl + H
KEY_H_LSHIFT	Maj + H
KEY_I	I
KEY_I_LALT	Alt + I
KEY_I_LCONTROL	Ctrl + I
KEY_I_LSHIFT	Maj + I
KEY_J	J
KEY_J_LALT	Alt + J
KEY_J_LCONTROL	Ctrl + J
KEY_J_LSHIFT	Maj + J
KEY_K	K
KEY_K_LALT	Alt + K
KEY_K_LCONTROL	Ctrl + K
KEY_K_LSHIFT	Maj + K
KEY_L	L
KEY_LALT	Alt
KEY_LCONTROL	Ctrl
KEY_LEFT	Flèche gauche
KEY_LSHIFT	Maj
KEY_L_LALT	Alt + L
KEY_L_LCONTROL	Ctrl + L
KEY_L_LSHIFT	Maj + L
KEY_M	?
KEY_M_LALT	Alt + ?
KEY_M_LCONTROL	Ctrl + ?
KEY_M_LSHIFT	Maj + ?
KEY_N	N
KEY_NUMLOCK	Verr
KEY_NUMPAD0	Verr 0
KEY_NUMPAD1	Verr 1
KEY_NUMPAD2	Verr 2
KEY_NUMPAD3	Verr 3
KEY_NUMPAD4	Verr 4
KEY_NUMPAD5	Verr 5
KEY_NUMPAD6	Verr 6
KEY_NUMPAD7	Verr 7
KEY_NUMPAD8	Verr 8
KEY_NUMPAD9	Verr 9
KEY_N_LALT	Alt + N
KEY_N_LCONTROL	Ctrl + N
KEY_N_LSHIFT	Maj + N
KEY_O	O
KEY_O_LALT	Alt + O
KEY_O_LCONTROL	Ctrl + O
KEY_O_LSHIFT	Maj + O
KEY_P	P
KEY_PERIOD	:
KEY_PERIOD_LALT	Alt + :
KEY_PERIOD_LCONTROL	Ctrl + :
KEY_PERIOD_LSHIFT	Maj + :
KEY_PGDN	Pge Suiv.
KEY_PGUP	Pge Préc.
KEY_P_LALT	Alt + P
KEY_P_LCONTROL	Ctrl + P
KEY_P_LSHIFT	Maj + P
KEY_Q	A
KEY_Q_LALT	Alt + A
KEY_Q_LCONTROL	Ctrl + A
KEY_Q_LSHIFT	Maj + A
KEY_R	R
KEY_RIGHT	Flèche droite
KEY_R_LALT	Alt + R
KEY_R_LCONTROL	Ctrl + R
KEY_R_LSHIFT	Maj + R
KEY_S	S
KEY_SPACE	Espace
KEY_SUBTRACT	!
KEY_SYSRQ	Impr. Écran
KEY_S_LALT	Alt + S
KEY_S_LCONTROL	Ctrl + S
KEY_S_LSHIFT	Maj + S
KEY_T	T
KEY_TAB	Tab
KEY_T_LALT	Alt + T
KEY_T_LCONTROL	Ctrl + T
KEY_T_LSHIFT	Maj + T
KEY_U	U
KEY_UP	Flèche haut
KEY_U_LALT	Alt + U
KEY_U_LCONTROL	Ctrl + U
KEY_U_LSHIFT	Maj + U
KEY_V	V
KEY_V_LALT	Alt + V
KEY_V_LCONTROL	Ctrl + V
KEY_V_LSHIFT	Maj + V
KEY_W	Z
KEY_W_LALT	Alt + Z
KEY_W_LCONTROL	Ctrl + Z
KEY_W_LSHIFT	Maj + Z
KEY_X	X
KEY_X_LALT	Alt + X
KEY_X_LCONTROL	Ctrl + X
KEY_X_LSHIFT	Maj + X
KEY_Y	Y
KEY_Y_LALT	Alt + Y
KEY_Y_LCONTROL	Ctrl + Y
KEY_Y_LSHIFT	Maj + Y
KEY_Z	Z
KEY_Z_LALT	Alt + W
KEY_Z_LCONTROL	Ctrl + W
KEY_Z_LSHIFT	Maj + W
LEFT_TIME	Temps restant
LOGIN_CONNECT_FAILURE	Erreur lors de la connection au serveur
LOGIN_CONNECT_SUCCESS	Connexion au serveur en cours.
LOGIN_CONNETING	Patientez SVP. Connexion au serveur en cours.
LOGIN_FAILURE_ALREAY	Votre compte est déjà connecté.
LOGIN_FAILURE_BACKEND_ERR	Une erreur s'est produite. Adressez-vous à l'assistance.
LOGIN_FAILURE_BE_SAME_KEY	Problème
LOGIN_FAILURE_BLOCK_ID	Ce compte est bloqué.
LOGIN_FAILURE_BLOCK_LOGIN	Serveur fermé : Veuillez choisir un autre serveur !
LOGIN_FAILURE_COUNTRY_ERR	Le code pays est incorrect.\nAdressez-vous à l'assistance.
LOGIN_FAILURE_INTEGRTING	Ce compte est en cours de fusion. Merci de réessayer plus tard.
LOGIN_FAILURE_IOVATION_ERR	Merci d'activer l'authentification à double facteur pour entrer sur ce serveur.
LOGIN_FAILURE_NOBILL	Ce compte ne dispose d'aucun temps de jeu.
LOGIN_FAILURE_NOT_AVAIL	Ce compte n'est pas disponible.
LOGIN_FAILURE_NOT_EXIST_ID	Compte ou mot de passe incorrect
LOGIN_FAILURE_NOT_MAIL_CONFIRM	Une vérification par e-mail s'impose.
LOGIN_FAILURE_REPAIR_ID	Des objets sont restaurés sur ce compte.
LOGIN_FAILURE_SAMELOGIN	Quelqu'un s'est connecté à votre compte.
LOGIN_FAILURE_SERVER_GRADE	Ceci est un serveur exclusif auquel ce compte n'a malheureusement pas accès.
LOGIN_FAILURE_SHUTDOWN	Le serveur n'est pour le moment pas ouvert
LOGIN_FAILURE_STEAM_SESSION	La session a expiré. Relancez le client.
LOGIN_FAILURE_TNT_SESSION	Le logiciel client ne parvient pas à s'ouvrir. Redémarrez le lanceur et connectez-vous à nouveau.
LOGIN_FAILURE_TOO_MANY_USER	Vous ne pouvez pas vous connecter car trop de joueurs sont actuellement en ligne.
LOGIN_FAILURE_UNKNOWN	Vous ne pouvez pas vous enregistrer vous des raisons inconnues.
LOGIN_FAILURE_WEB_BLOCK	Vous avez été bloqué sur ce site. Veuillez consulter vos mails.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	Vous avez entré un mauvais numéro.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	Vous avez entré un mauvais numéro trois fois. La connexion va être perdue.
LOGIN_FAILURE_WRONG_PASSWORD	Compte ou mot de passe incorrect
LOGIN_INPUT_ID	Entrez le nom du compte
LOGIN_INPUT_PASSWORD	Entrez le mot de passe
LOGIN_PROCESSING	Connexion au compte en cours
MALL_CANNOT_INSERT	Vous ne pouvez placer cet objet.
MALL_PASSWORD_TITLE	Mot de passe
MAP_A1	Zone Yongan
MAP_A2	Vallée de Seungryong
MAP_A2_1	None7
MAP_A3	Zone Jayan
MAP_AG	Jungrang
MAP_B1	Zone Joan
MAP_B2	Vallée d'Imji
MAP_B3	Zone Bokjung
MAP_BATTLE_FIELD	Zone de combat
MAP_BATTLE_ROYALE	Battle Royale
MAP_BAY	Baie de Néphrite
MAP_BAYBLACKSAND	Baie de Néphrite
MAP_BG	Waryong
MAP_BOSS_AWAKEN_DAWNMIST	RX: Enchanted Forest
MAP_BOSS_AWAKEN_FLAME	RX: Red Dragon Fortress
MAP_BOSS_AWAKEN_SKIPIA	RX: Grotto of Exile
MAP_BOSS_AWAKEN_SNOW	RX: Nemere's Watchtower
MAP_BOSS_CRACK_DAWNMIST	TR: Enchanted Forest
MAP_BOSS_CRACK_FLAME	TR: Red Dragon Fortress
MAP_BOSS_CRACK_SKIPIA	TR: Grotto of Exile
MAP_BOSS_CRACK_SNOW	TR: Nemere's Watchtower
MAP_BOSS_LABYRINTH	Plateau of Illusions
MAP_C1	Zone Pyungmoo
MAP_C2	Vallée de Bangsan
MAP_C3	Zone Bakra
MAP_CAPE	Cap du Feu dragonesque
MAP_CAPEDRAGONHEAD	Cap du Feu dragonesque
MAP_CG	Imha
MAP_CZ_DUNGEON	Temple du zodiaque
MAP_DAWN	Falaise de Gautama
MAP_DAWNMISTWOOD	Falaise de Gautama
MAP_DAWNMIST_DUNGEON_01	Forêt enchantée
MAP_DEFENSE_WAVE	Défense du navire
MAP_DEFENSE_WAVE_PORT	Port
MAP_DESERT	Désert de Yongbi
MAP_DEVILCATACOMB	Catacombes du diable
MAP_DEVILTOWER1	Tour des démons
MAP_DUEL	Arène d'entraînement
MAP_E	Colonie
MAP_EASTPLAIN_01	Dong Gwang Plain
MAP_EASTPLAIN_02	Seo Gwang Wastelands
MAP_EASTPLAIN_03	Nam Gwang Chasm
MAP_ELEMENTAL_DUNGEON	Elemental Realm
MAP_EMPIRECASTLE	Abandoned Fortress
MAP_EMPIREWAR01	Bataille pour le château
MAP_EMPIREWAR02	Bataille pour le château
MAP_EMPIREWAR03	Bataille pour le château
MAP_FARMING_DUNGEON	Mysterious Dungeon
MAP_FLAME	Doyyumhwan
MAP_GUILD_01	Jungrang
MAP_GUILD_02	Waryong
MAP_GUILD_03	Imha
MAP_GUILD_PVE	Palais du roi dragon
MAP_HOLYPLACE_DESERT	Bataille des empires : Terre du Désert
MAP_HOLYPLACE_FLAME	Bataille des empires : Terre de Feu
MAP_HOLYPLACE_ICE	Bataille des empires : Terre Glaciaire
MAP_MAZE_DUNGEON_01	Gnoll Caves Level 1
MAP_MAZE_DUNGEON_02	Gnoll Caves Level 2
MAP_MAZE_DUNGEON_03	Gnoll Caves Level 3
MAP_MILGYO	Temple de Hwang
MAP_MILGYO_A	None8
MAP_MINIBOSS_01	Donjon bleu : niveau 40 à 80
MAP_MINIBOSS_02	Donjon rouge : à partir du niveau 81
MAP_MISTS_OF_ISLAND	Île brumeuse
MAP_MONKEY_DUNGEON	Hasung Dong
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasung Dong
MAP_MONKEY_DUNGEON_12	Hasung Dong
MAP_MONKEY_DUNGEON_13	Hasung Dong
MAP_MT_THUNDER	Montagnes fulgurantes
MAP_MT_TH_DUNGEON_01	Temple Ochao
MAP_NUSLUCK	Terre des Ogres
MAP_NUSLUCK01	Terre des Ogres
MAP_N_DESERT_01	Désert de Yongbi
MAP_N_DESERT_02	None6
MAP_N_FLAME_01	Terre de Feu
MAP_N_FLAME_02	None5
MAP_N_FLAME_DRAGON	Repaire de Meley
MAP_N_FLAME_DUNGEON_01	Forteresse du dragon rouge
MAP_N_SNOWM_01	Mont Sohan
MAP_N_SNOWM_02	None4
MAP_N_SNOW_DUNGEON_01	Observatoire de Nemere
MAP_N_THREEWAY	Vallée de Seungryong
MAP_OXEVENT	OX-contest
MAP_PATHWAY_DESERT_01	Bataille des empires : Terre du Désert
MAP_PATHWAY_DESERT_02	Bataille des empires : Terre du Désert
MAP_PATHWAY_DESERT_03	Bataille des empires : Terre du Désert
MAP_PATHWAY_FLAME_01	Bataille des empires : Terre de Feu
MAP_PATHWAY_FLAME_02	Bataille des empires : Terre de Feu
MAP_PATHWAY_FLAME_03	Bataille des empires : Terre de Feu
MAP_PATHWAY_ICE_01	Bataille des empires : Terre Glaciaire
MAP_PATHWAY_ICE_02	Aire de jeux
MAP_PATHWAY_ICE_03	Bataille des empires : Terre Glaciaire
MAP_PRIVATE_SHOP_MAP	Market
MAP_SKELTOWER	Tour de Gumsan
MAP_SKIPIA_DUNGEON_01	Grotte de l'Exil
MAP_SKIPIA_DUNGEON_011	None10
MAP_SKIPIA_DUNGEON_012	None12
MAP_SKIPIA_DUNGEON_013	None14
MAP_SKIPIA_DUNGEON_02	Grotte de l'Exil 2
MAP_SKIPIA_DUNGEON_021	None11
MAP_SKIPIA_DUNGEON_022	None13
MAP_SKIPIA_DUNGEON_023	None15
MAP_SKIPIA_DUNGEON_BOSS	Temple du dragon
MAP_SKIPIA_DUNGEON_BOSS_1	Donjon des araignées 1
MAP_SKIPIA_DUNGEON_BOSS_2	Donjon des araignées 2
MAP_SKIPIA_DUNGEON_BOSS_3	Donjon des araignées 3
MAP_SNAKE_TEMPLE_1	1. Niveau du Temple du serpent
MAP_SNAKE_TEMPLE_2	Temple du serpent
MAP_SNAKE_VALLEY	Col de Yilad
MAP_SNOW	Mont Sohan
MAP_SPIDER	Kuahlo Dong
MAP_SPIDERDUNGEON	Donjon des araignées 1
MAP_SPIDERDUNGEON_02	Donjon des araignées 2
MAP_SPIDERDUNGEON_02_1	Donjon des araignées 2
MAP_SPIDERDUNGEON_03	Donjon des araignées 3
MAP_SUNGMAHEE_TOWER_DUNGEON	Tour infernale de Sung Mahi
MAP_SUNGMAHEE_TOWER_WAIT	Hall d'entrée
MAP_SUNGZI	Bataille des empires
MAP_SUNGZI_DESERT_01	Bataille des empires : Terre du Désert
MAP_SUNGZI_DESERT_HILL_01	Bataille des empires : Terre du Désert
MAP_SUNGZI_DESERT_HILL_02	Bataille des empires : Terre du Désert
MAP_SUNGZI_DESERT_HILL_03	Bataille des empires : Terre du Désert
MAP_SUNGZI_FLAME_HILL_01	Bataille des empires : Terre de Feu
MAP_SUNGZI_FLAME_HILL_02	Bataille des empires : Terre de Feu
MAP_SUNGZI_FLAME_HILL_03	Bataille des empires : Terre de Feu
MAP_SUNGZI_SNOW	Bataille des empires : Terre Glaciaire
MAP_SUNGZI_SNOW_PASS01	Bataille des empires : Terre Glaciaire
MAP_SUNGZI_SNOW_PASS02	Bataille des empires : Terre Glaciaire
MAP_SUNGZI_SNOW_PASS03	Bataille des empires : Terre Glaciaire
MAP_T1	Terrain de guerre de guildes
MAP_T2	Terrain de guerre de guildes
MAP_T3	Terrain de guerre de guildes
MAP_T4	Terrain de guerre de guildes
MAP_TEMPLE	Temple de Hwang
MAP_THUNDER	Montagnes fulgurantes
MAP_TREE	Lungsam
MAP_TRENT	Bois enchanté
MAP_TRENT02	Bois Rouge
MAP_TRENT02_A	Bois Rouge
MAP_TRENT_A	None9
MAP_WEDDING_01	Carte de mariage
MAP_WHITE_DRAGON_CAVE_01	Citadelle d'Aquilon
MAP_WHITE_DRAGON_CAVE_02	Descente d'Aquilon
MAP_WHITE_DRAGON_CAVE_BOSS	Abysse d'Aquilon
MAP_WHITE_DRAGON_VALLEY	Gorge des âmes
MAP_WL	Grande Vallée
MAP_WL_01	Grande Vallée
NOT_POSSIBLE	Ce n'est pas possible:
DUNGEON_INFO_TOOL_TIP	Informations sur le donjon
DUNGEON_INFO_TOOL_TIP_01	Dans cette fenêtre, vous pouvez trouver tous les donjons disponibles.
DUNGEON_INFO_TOOL_TIP_02	Chaque donjon répertorié dans le panneau de gauche affiche divers
DUNGEON_INFO_TOOL_TIP_03	informations à ce sujet, ainsi que les objets
DUNGEON_INFO_TOOL_TIP_04	Le boss final tombe.
DUNGEON_INFO_TOOL_TIP_05	Vous pouvez également vous téléporter à l'entrée du
DUNGEON_INFO_TOOL_TIP_06	donjon si disponible.
DUNGEON_INFO_TOOL_TIP_07	Dans le panneau de droite, vous pouvez également trouver vos résultats
DUNGEON_INFO_TOOL_TIP_08	comme classement mondial des 10 meilleurs joueurs.
DUNGEON_INFO_STATUS_CLOSED	Fermer
DUNGEON_INFO_STATUS_AVAILABLE	¡ Disponible !
DUNGEON_INFO_STATUS_COOLDOWN	Temps de recharge
DUNGEON_INFO_STATUS_HIGH_LEVEL	¡ Niveau trop élevé !
DUNGEON_INFO_STATUS_LOW_LEVEL	¡ Niveau trop bas !
DUNGEON_INFO_DO_YOU_TELEPORT	Voulez-vous vous téléporter à %s ?
DUNGEON_INFO_ELEMENT_ATK_BONUS	Bonus d'attaque
DUNGEON_INFO_ELEMENT_DEF_AND_RES_BONUS	Défense et résistance contre
DUNGEON_INFO_ELEMENT_UNKOWN_BONUS	Bonus requis inconnu
DUNGEON_INFO_TYPE_01	Global
DUNGEON_INFO_TYPE_02	Groupe
DUNGEON_INFO_TYPE_03	Guilde
DUNGEON_INFO_TYPE	Type : %s
DUNGEON_INFO_LEVEL_LIMIT	Niveau limite : %d à %d
DUNGEON_INFO_PARTY_LIMIT	Membres du groupe : %d à %d
DUNGEON_INFO_DURATION	Durée : %s
DUNGEON_INFO_COOLDOWN	Temps de recharge : %s
DUNGEON_INFO_LOCATION	Emplacement : %s
DUNGEON_INFO_ENTRACE	Entrée : %s
DUNGEON_INFO_TOTAL_FINISHED	Classement final : %d
DUNGEON_INFO_FASTEST_TIME	Temps le plus rapide : %s
DUNGEON_INFO_HIGHEST_DMG	Dégâts les plus élevés : %s
DUNGEON_INFO_NONE	Aucun
DUNGEON_INFO_MINIMAP_TOOL_TIP	Informations sur le donjon
DUNGEON_INFO_NOT_FOUND	Aucun donjon trouvé.
DUNGEON_RANKING_TOTAL_FINISHED	classement final
DUNGEON_RANKING_FASTEST_TIME	Temps le plus rapide
DUNGEON_RANKING_HIGHEST_DMG	Dégâts les plus élevés
DUNGEON_RANKING_POINTS	Points
MC_ACCUMULATION_COUNT	Cartes de monstre collectées : %d
MC_ALTER_TEXT	Niveau de mission %d
MC_CARD_FALL_SHORT	Les cartes enregistrées sont insuffisantes.
MC_CARD_SHUFFLE	Voulez-vous redistribuer les cartes ?
MC_INIT_ITEM_FALL_SHORT	Il vous faut %d Carte(s) du nouveau départ.
MC_MISSION_FAIL_MSG	Aucune mission en cours ou limite atteinte.
