AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
GUILD_HEAL_GSP	Ejderha Hayaleti Yükle
GUILD_INFO_ENEMY_GUILD_EMPTY	Boþ
GUILD_MARK_NOT_ENOUGH_LEVEL	En az 3. seviye gerekir
GUILD_MARK_UPLOAD_NOTICE	Por favor, espera para poder registrar logos de gremios.
GUILD_MEMBER_JOB	Sýnýf
GUILD_MEMBER_KNIGHT	Savaþçý
GUILD_MEMBER_LEVEL	Seviye
GUILD_MEMBER_NAME	Üye
GUILD_MEMBER_RANK	Rütbe
GUILD_MEMBER_SPECIFIC_GRAVITY	Baðýþlanan EXP
GUILD_NAME	Lonca adý
GUILD_NOT_ENOUGH_MATERIAL	Bu bina için yeterli inþaat malzemesine sahip deðilsin.
GUILD_NOT_ENOUGH_MONEY	Bu bina için yeterli Yang'a sahip deðilsin.
GUILD_NO_NOTICE_PERMISSION	Duyuru yapmak için gerekli iznin yok.
GUILD_OBJECT	Nesne
GUILD_OBJECT_POSSIBLE_NEWWORLD	Bu bina sadece Yohara kýtasýnda mevcut.
GUILD_OFFER_EXP	Tecrübe yatýr
GUILD_SELECT_ONE	Bir lonca üyesi seç.
GUILD_SHORT_EXP	Yeterli Tecrübe Puaný yok.
GUILD_SITE_AUCTION_END_TIME	Bölge müzayedesi: %02d/%02d (ay/gün), saat %02d:%02d'da
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Bölge müzayedesi: N/A
GUILD_SITE_AUCTION_INFO	Teklif edilen bölge: %s / %d,%d
GUILD_SITE_AUCTION_INFO_DEFAULT	Teklif edilen bölge: N/A
GUILD_SITE_AUCTION_MAP_INFO	Tarih (ay/gün): %02d/%02d; saat: %02d:%02d'da
GUILD_SITE_AUCTION_STATE_NONE	Tüm teklifler verildi.
GUILD_SITE_AUCTION_STATE_REGIST	%s sonra bölge %s ,%s açýk artýrmaya çýkarýlacak. Sadece lonca liderleri bölge müzayedesine kaydolabilir.
GUILD_SITE_AUCTION_STATE_RUN	Bölge müzayedesi %02d/%02d (ay/gün), saat %02d:%02d'da sona eriyor.
GUILD_SITE_AUCTION_STATE_WAIT	%02d/%02d (ay/gün), saat %02d:%02d'da %s, Bölge %d,%d müzayedesi baþlýyor.
GUILD_SITE_AUTO_ABNDON_TIME	Otomatik bölge görevi: %s
GUILD_SITE_TAX_INFO	Lonca bölgesi %s sonra býrakýlacak. Lonca deposundaki tüm eþyalar silinir.
GUILD_TILE_BASEINFO	Bölge bilgileri
GUILD_TILE_BOARD	Lonca notlarý
GUILD_TILE_GRADE	Yönetici Pozisyonu
GUILD_TILE_INFO	Lonca bilgileri
GUILD_TILE_MEMBER	Üyeler
GUILD_TILE_SKILL	Lonca becerisi
GUILD_USE_MASTER_ONLY	Sadece lonca lideri bu yetkiye sahip.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Lonca Savaþý Bölgesi
GUILD_WAR2	Lonca Savaþý Bölgesi
GUILD_WAR3	Lonca Savaþý Bölgesi
GUILD_WAR4	Lonca Savaþý Bölgesi
GUILD_WAR_GAINSCORE_FIFTY	50 puan
GUILD_WAR_GAINSCORE_HUNDRED	100 puan
GUILD_WAR_GAINSCORE_THIRTY	30 puan
GUILD_WAR_GAMETIME_SIXTY	60 dakika
GUILD_WAR_GAMETIME_TEN	10 dakika
GUILD_WAR_GAMETIME_THIRTY	30 dakika
GUILD_WAR_LIMIT_30MIN	Zaman: 30 dakika
GUILD_WAR_REWARD_POTION	Ödül: Yenen iksir kazanacak
GUILD_WAR_SELECT_WAR	Savaþ türünü seç
GUILD_WAR_TYPE_DEFENSE	Kalkan Savaþý
GUILD_WAR_TYPE_DIE	Arena Savaþý
GUILD_WAR_TYPE_FLAG	Bayrak Savaþý
GUILD_WAR_TYPE_NORMAL	Meydan Savaþý
GUILD_WAR_TYPE_TIGER	Ýmha Savaþý
GUILD_WAR_TYPE_TIME	Zaman Saldýrýsý
GUILD_WAR_USE_BATTLE_MAP	Yer: Lonca Savaþý Arenasý
GUILD_WAR_USE_NORMAL_MAP	Yer: Normal Harita
GUILD_WAR_WIN_CHECK_SCORE	Savaþý en yüksek skor kazanýr
GUILD_WAR_WIN_FIVE	Beþ tur
GUILD_WAR_WIN_ONE	Bir tur
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Düþmanýn bayraðýný ele geçir
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	ve kendi üssüne götür.
GUILD_WAR_WIN_THREE	Üç tur
GUILD_WAR_WIN_WIPE_OUT_GUILD	Kazanmak için tüm düþmanlarý öldür.
GUILD_WITHDRAW	Geri çekil.
GUILD_YOU_DO_NOT_JOIN	Bir Loncaya üye deðilsin.
HACK_USER_MESSAGE	Bu özellik, bir hack programý bulunduðu için kullanýlamýyor.
HORSE_HEALTH0	Ölü
HORSE_HEALTH1	Aç kalmýþ halde
HORSE_HEALTH2	Acýkmýþ halde
HORSE_HEALTH3	Tok
HORSE_LEVEL1	Normal at
HORSE_LEVEL2	Savaþ Atý
HORSE_LEVEL3	Asker at
HORSE_LEVEL4	Güçlü savaþ atý
HOUR	sa.
HOW_MANY_ITEM_DO_YOU_DROP1	%s atmak istiyor musun?
HOW_MANY_ITEM_DO_YOU_DROP2	%s %d atmak istiyor musun?
INPUT_MATRIX_CARD_NUMBER	Matrix Kart Numaraný gir.
INPUT_MATRIX_CARD_TITLE	Matrix Kart
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Hesap ayarlarýnýzdaki silme-kodunu buraya giriniz.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Karakteri sil
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Dönüþ Rolesi
INVENTORY_REALLY_USE_ITEM	Eþyayý bu nesneye uygula?
INVENTORY_REALLY_USE_ITEM2	Bu eþyayý kullanmak istediðinden emin misin?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Petini gerçekten nakliye kutusuna koymak istiyor musun?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Bir nakliye kutusunu açmak istiyor musun?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	%s ile %s petini besle?
IS_NOT_PET_CHANGE_ITEM	Bu, "pet efsunla" eþyasý deðil.
IS_NOT_PET_ITEM	Bu bir pet deðil.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Yok
JOB_ASSASSIN1	Yakýn Ninja
JOB_ASSASSIN2	Uzak Ninja
JOB_SHAMAN	Þaman
JOB_SHAMAN0	Yok
JOB_SHAMAN1	Ejderha Þamaný
JOB_SHAMAN2	Þifacý Þaman
JOB_SURA	Sura
JOB_SURA0	Yok
JOB_SURA1	Silah Surasý
JOB_SURA2	Büyü Surasý
JOB_WARRIOR	Savaþçý
JOB_WARRIOR0	Yok
JOB_WARRIOR1	Bedensel Savaþçý
JOB_WARRIOR2	Zihinsel Savaþçý
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Amatör Lycan
JOB_WOLFMAN1	Ýçgüdü
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	Kaydetmeden kapat?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] burada kullanýlamaz!
KEYCHANGE_SAVE_EXIT	Kaydet ve kapat?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CONTROL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CONTROL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CONTROL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CONTROL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CONTROL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CONTROL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CONTROL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CONTROL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CONTROL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CONTROL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CONTROL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CONTROL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CONTROL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CONTROL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	ABAJO
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CONTROL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CONTROL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CONTROL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CONTROL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CONTROL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CONTROL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CONTROL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CONTROL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CONTROL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CONTROL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CONTROL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CONTROL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CONTROL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	º
KEY_GRAVE_LALT	ALT + º
KEY_GRAVE_LCONTROL	CONTROL + º
KEY_GRAVE_LSHIFT	SHIFT + º
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CONTROL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CONTROL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CONTROL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CONTROL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CONTROL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CONTROL
KEY_LEFT	IZQUIERDA
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CONTROL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CONTROL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	BLOQ NÚM
KEY_NUMPAD0	NÚM 0
KEY_NUMPAD1	NÚM 1
KEY_NUMPAD2	NÚM 2
KEY_NUMPAD3	NÚM 3
KEY_NUMPAD4	NÚM 4
KEY_NUMPAD5	NÚM 5
KEY_NUMPAD6	NÚM 6
KEY_NUMPAD7	NÚM 7
KEY_NUMPAD8	NÚM 8
KEY_NUMPAD9	NÚM 9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CONTROL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CONTROL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	.
KEY_PERIOD_LALT	ALT + .
KEY_PERIOD_LCONTROL	CONTROL + .
KEY_PERIOD_LSHIFT	SHIFT + .
KEY_PGDN	AV PÁG
KEY_PGUP	RE PÁG
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CONTROL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CONTROL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	DERECHA
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CONTROL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	ESPACIO
KEY_SUBTRACT	-
KEY_SYSRQ	IMPR PANT
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CONTROL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CONTROL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	ARRIBA
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CONTROL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CONTROL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CONTROL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CONTROL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CONTROL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CONTROL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEFT_TIME	Kalan Süre
LOGIN_CONNECT_FAILURE	Sunucuya baðlanýrken hata
LOGIN_CONNECT_SUCCESS	Sunucuya baðlandýn.
LOGIN_CONNETING	Lütfen bekle. Sunucuya baðlanýyorsun.
LOGIN_FAILURE_ALREAY	Hesabýn zaten baðlý.
LOGIN_FAILURE_BACKEND_ERR	Bir hata oluþtu. Lütfen destek birimine baþvur.
LOGIN_FAILURE_BE_SAME_KEY	Kayýt problemi
LOGIN_FAILURE_BLOCK_ID	Bu hesap engellendi.
LOGIN_FAILURE_BLOCK_LOGIN	Kapalý sunucu: Lütfen baþka server seç!
LOGIN_FAILURE_COUNTRY_ERR	Ülke kodu yanlýþ.\nLütfen destek birimine baþvur.
LOGIN_FAILURE_INTEGRTING	Bu hesap þu anda birleþtiriliyor. Lütfen daha sonra tekrar dene.
LOGIN_FAILURE_IOVATION_ERR	Bu sunucuya eriþmek için iki faktörlü kimlik doðrulamasýný etkinleþtir.
LOGIN_FAILURE_NOBILL	Bu hesabýn oyun süresi yok.
LOGIN_FAILURE_NOT_AVAIL	Bu hesap kullanýlamýyor.
LOGIN_FAILURE_NOT_EXIST_ID	Hesap ismi veya þifre yanlýþ.
LOGIN_FAILURE_NOT_MAIL_CONFIRM	E-posta yoluyla onaylanmasý gerekir.
LOGIN_FAILURE_REPAIR_ID	Bu hesap için þu an nesneler yenileniyor.
LOGIN_FAILURE_SAMELOGIN	Biri senin hesabýnla baðlandý.
LOGIN_FAILURE_SERVER_GRADE	Bu, bu hesabýn eriþimi olmayan özel bir sunucudur.
LOGIN_FAILURE_SHUTDOWN	Sunucu henüz açýlmadý.
LOGIN_FAILURE_STEAM_SESSION	Oturumun süresi doldu. Lütfen istemciyi yeniden baþlat.
LOGIN_FAILURE_TNT_SESSION	Ýstemci açýlamýyor. Lütfen baþlatýcýyý yeniden baþlat ve oturum aç.
LOGIN_FAILURE_TOO_MANY_USER	Çok fazla kullanýcý baðlý olduðu için baðlanamazsýnýz.
LOGIN_FAILURE_UNKNOWN	Bilinmeyen bir nedenle kaydolamadýnýz.
LOGIN_FAILURE_WEB_BLOCK	Web sitesine eriþiminiz engellendi. Lütfen E-Postanýzý kontrol ediniz.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	Yanlýþ numara girdiniz.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	3 kere yanlýþ numara girdiniz. Baðlantýnýz kesildi.
LOGIN_FAILURE_WRONG_PASSWORD	Hesap ismi veya þifre yanlýþ.
LOGIN_INPUT_ID	ID nizi yazýn.
LOGIN_INPUT_PASSWORD	Þifreyi gir.
LOGIN_PROCESSING	Giriþ iþlemi yapýlýyor...
MALL_CANNOT_INSERT	Nesne için yeriniz yok.
MALL_PASSWORD_TITLE	Þifre
MAP_A1	Yongan Bölgesi
MAP_A2	Seungryong Vadisi
MAP_A2_1	None7
MAP_A3	Yayang Bölgesi
MAP_AG	Jungrang
MAP_B1	Joan Bölgesi
MAP_B2	Imji Vadisi
MAP_B3	Bokjung Bölgesi
MAP_BATTLE_FIELD	Savaþ Bölgesi
MAP_BATTLE_ROYALE	Battle Royale
MAP_BAY	Nefrit Körfezi
MAP_BAYBLACKSAND	Nefrit Körfezi
MAP_BG	Waryong
MAP_BOSS_AWAKEN_DAWNMIST	RX: Enchanted Forest
MAP_BOSS_AWAKEN_FLAME	RX: Red Dragon Fortress
MAP_BOSS_AWAKEN_SKIPIA	RX: Grotto of Exile
MAP_BOSS_AWAKEN_SNOW	RX: Nemere's Watchtower
MAP_BOSS_CRACK_DAWNMIST	TR: Enchanted Forest
MAP_BOSS_CRACK_FLAME	TR: Red Dragon Fortress
MAP_BOSS_CRACK_SKIPIA	TR: Grotto of Exile
MAP_BOSS_CRACK_SNOW	TR: Nemere's Watchtower
MAP_BOSS_LABYRINTH	Plateau of Illusions
MAP_C1	Pyungmoo Bölgesi
MAP_C2	Bangsan Vadisi
MAP_C3	Bakra Bölgesi
MAP_CAPE	Ejderha Ateþi Burnu
MAP_CAPEDRAGONHEAD	Ejderha Ateþi Burnu
MAP_CG	Imha
MAP_CZ_DUNGEON	Zodyak Tapýnaðý
MAP_DAWN	Gautama Uçurumu
MAP_DAWNMISTWOOD	Gautama Uçurumu
MAP_DAWNMIST_DUNGEON_01	Efsunlu Orman
MAP_DEFENSE_WAVE	Gemi savunmasý
MAP_DEFENSE_WAVE_PORT	Liman
MAP_DESERT	Yongbi Çölü
MAP_DEVILCATACOMB	Þeytan Katakombu
MAP_DEVILTOWER1	Þeytan Kulesi
MAP_DUEL	Eðitim Dövüþü Arenasý
MAP_E	Koloni
MAP_EASTPLAIN_01	Dong Gwang Plain
MAP_EASTPLAIN_02	Seo Gwang Wastelands
MAP_EASTPLAIN_03	Nam Gwang Chasm
MAP_ELEMENTAL_DUNGEON	Elemental Realm
MAP_EMPIRECASTLE	Abandoned Fortress
MAP_EMPIREWAR01	Kale Savaþý
MAP_EMPIREWAR02	Kale Savaþý
MAP_EMPIREWAR03	Kale Savaþý
MAP_FARMING_DUNGEON	Mysterious Dungeon
MAP_FLAME	Doyyumhwan
MAP_GUILD_01	Jungrang
MAP_GUILD_02	Waryong
MAP_GUILD_03	Imha
MAP_GUILD_PVE	Ejderha kralýnýn sarayý
MAP_HOLYPLACE_DESERT	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_HOLYPLACE_FLAME	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_HOLYPLACE_ICE	Ýmparatorluk Savaþý - Buz Daðý
MAP_MAZE_DUNGEON_01	Gnoll Caves Level 1
MAP_MAZE_DUNGEON_02	Gnoll Caves Level 2
MAP_MAZE_DUNGEON_03	Gnoll Caves Level 3
MAP_MILGYO	Hwang Tapýnaðý
MAP_MILGYO_A	None8
MAP_MINIBOSS_01	Mavi zindan – Sv 40-80
MAP_MINIBOSS_02	Kýrmýzý zindan – Sv 81 itibarýyla
MAP_MISTS_OF_ISLAND	Sis Adalarý
MAP_MONKEY_DUNGEON	Hasun Dong
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasun Dong
MAP_MONKEY_DUNGEON_12	Hasun Dong
MAP_MONKEY_DUNGEON_13	Hasun Dong
MAP_MT_THUNDER	Yýldýrým Daðlarý
MAP_MT_TH_DUNGEON_01	Ochao Tapýnaðý
MAP_NUSLUCK	Devler Diyarý
MAP_NUSLUCK01	Devler Diyarý
MAP_N_DESERT_01	Yongbi Çölü
MAP_N_DESERT_02	
MAP_N_FLAME_01	Ateþ Diyarý
MAP_N_FLAME_02	
MAP_N_FLAME_DRAGON	Meley'in Ýni
MAP_N_FLAME_DUNGEON_01	Kýrmýzý Ejderha Kalesi
MAP_N_SNOWM_01	Sohan Daðý
MAP_N_SNOWM_02	
MAP_N_SNOW_DUNGEON_01	Nemere Gözlemevi
MAP_N_THREEWAY	Seungryong Vadisi
MAP_OXEVENT	OX-yarýþmasý
MAP_PATHWAY_DESERT_01	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_PATHWAY_DESERT_02	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_PATHWAY_DESERT_03	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_PATHWAY_FLAME_01	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_PATHWAY_FLAME_02	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_PATHWAY_FLAME_03	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_PATHWAY_ICE_01	Ýmparatorluk Savaþý - Buz Daðý
MAP_PATHWAY_ICE_02	Oyun Parký
MAP_PATHWAY_ICE_03	Ýmparatorluk Savaþý - Buz Daðý
MAP_PRIVATE_SHOP_MAP	Market
MAP_SKELTOWER	Gumsan Kulesi
MAP_SKIPIA_DUNGEON_01	Sürgün Maðarasý
MAP_SKIPIA_DUNGEON_011	None10
MAP_SKIPIA_DUNGEON_012	None12
MAP_SKIPIA_DUNGEON_013	None14
MAP_SKIPIA_DUNGEON_02	Sürgün Maðarasý 2
MAP_SKIPIA_DUNGEON_021	None11
MAP_SKIPIA_DUNGEON_022	None13
MAP_SKIPIA_DUNGEON_023	None15
MAP_SKIPIA_DUNGEON_BOSS	Ejderha Tapýnaðý
MAP_SKIPIA_DUNGEON_BOSS_1	Örümcek Zindaný 1
MAP_SKIPIA_DUNGEON_BOSS_2	Örümcek Zindaný 2
MAP_SKIPIA_DUNGEON_BOSS_3	Örümcek Zindaný 3
MAP_SNAKE_TEMPLE_1	Yýlan Tapýnaðý'nýn 1. katý
MAP_SNAKE_TEMPLE_2	Yýlan Tapýnaðý
MAP_SNAKE_VALLEY	Yilad Geçidi
MAP_SNOW	Sohan Daðý
MAP_SPIDER	Kuahlo Dong
MAP_SPIDERDUNGEON	Örümcek Zindaný 1
MAP_SPIDERDUNGEON_02	Örümcek Zindaný 2
MAP_SPIDERDUNGEON_02_1	Örümcek Zindaný 2
MAP_SPIDERDUNGEON_03	Örümcek Zindaný 3
MAP_SUNGMAHEE_TOWER_DUNGEON	Sung Mahi'nin Cehennem Kulesi
MAP_SUNGMAHEE_TOWER_WAIT	Giriþ Salonu
MAP_SUNGZI	Ýmparatorluk Savaþý
MAP_SUNGZI_DESERT_01	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_SUNGZI_DESERT_HILL_01	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_SUNGZI_DESERT_HILL_02	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_SUNGZI_DESERT_HILL_03	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_SUNGZI_FLAME_HILL_01	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_SUNGZI_FLAME_HILL_02	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_SUNGZI_FLAME_HILL_03	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_SUNGZI_SNOW	Ýmparatorluk Savaþý - Buz Daðý
MAP_SUNGZI_SNOW_PASS01	Ýmparatorluk Savaþý - Buz Daðý
MAP_SUNGZI_SNOW_PASS02	Ýmparatorluk Savaþý - Buz Daðý
MAP_SUNGZI_SNOW_PASS03	Ýmparatorluk Savaþý - Buz Daðý
MAP_T1	Lonca Savaþý Bölgesi
MAP_T2	Lonca Savaþý Bölgesi
MAP_T3	Lonca Savaþý Bölgesi
MAP_T4	Lonca Savaþý Bölgesi
MAP_TEMPLE	Hwang Tapýnaðý
MAP_THUNDER	Yýldýrým Daðlarý
MAP_TREE	Lungsam
MAP_TRENT	Hayalet Ormaný
MAP_TRENT02	Kýrmýzý Orman
MAP_TRENT02_A	Kýzýl Orman
MAP_TRENT_A	None9
MAP_WEDDING_01	Düðün Köyü
MAP_WHITE_DRAGON_CAVE_01	Kuzey Rüzgarý Zulasý
MAP_WHITE_DRAGON_CAVE_02	Kuzey Rüzgarý Ýniþi
MAP_WHITE_DRAGON_CAVE_BOSS	Kuzey Rüzgarý Derinlikleri
MAP_WHITE_DRAGON_VALLEY	Ruh Sýrtý
MAP_WL	Yýlan Vadisi
MAP_WL_01	Yýlan Vadisi
NOT_POSSIBLE	Bu mümkün degil:
DUNGEON_INFO_TOOL_TIP	Zindan Bilgileri
DUNGEON_INFO_TOOL_TIP_01	Bu pencerede mevcut tüm zindanlari bulabilirsiniz.
DUNGEON_INFO_TOOL_TIP_02	Sol panelde listelenen her zindan, çesitli
DUNGEON_INFO_TOOL_TIP_03	bununla ilgili bilgi ve hangi ögelerin gösterilmesi
DUNGEON_INFO_TOOL_TIP_04	Son boss düser.
DUNGEON_INFO_TOOL_TIP_05	Ayrica binanin girisine isinlanabilirsiniz.
DUNGEON_INFO_TOOL_TIP_06	Varsa zindani.
DUNGEON_INFO_TOOL_TIP_07	Sag panelde sonuçlarinizi da bulabilirsiniz
DUNGEON_INFO_TOOL_TIP_08	ilk 10 oyuncunun küresel siralamasi olarak.
DUNGEON_INFO_STATUS_CLOSED	Kapat
DUNGEON_INFO_STATUS_AVAILABLE	¡ Mevcut !
DUNGEON_INFO_STATUS_COOLDOWN	Bekleme Süresi
DUNGEON_INFO_STATUS_HIGH_LEVEL	¡ Seviye çok yüksek !
DUNGEON_INFO_STATUS_LOW_LEVEL	¡ Seviye çok düsük !
DUNGEON_INFO_DO_YOU_TELEPORT	%s'e isinlanmak istiyor musunuz?
DUNGEON_INFO_ELEMENT_ATK_BONUS	Saldiri Bonusu
DUNGEON_INFO_ELEMENT_DEF_AND_RES_BONUS	Savunma ve karsi direnç
DUNGEON_INFO_ELEMENT_UNKOWN_BONUS	Bilinmeyen Gerekli Bonus
DUNGEON_INFO_TYPE_01	Genel
DUNGEON_INFO_TYPE_02	Grubu
DUNGEON_INFO_TYPE_03	Loncasi
