AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
GUILD_SITE_AUCTION_MAP_INFO	Date (month/day): %02d/%02d; Time: %02d:%02d
GUILD_SITE_AUCTION_STATE_NONE	All bids have been submitted.
GUILD_SITE_AUCTION_STATE_REGIST	In %s, the territory at %s,%s is being auctioned. Only guild leaders can register for the territory auction.
GUILD_SITE_AUCTION_STATE_RUN	The territory auction ends on %02d/%02d (month/day) at %02d:%02d.
GUILD_SITE_AUCTION_STATE_WAIT	The territory auction starts on %02d/%02d (month/day) at %02d:%02d for %s, territory %d,%d.
GUILD_SITE_AUTO_ABNDON_TIME	Automatic Abandonment of Territory: %s
GUILD_SITE_TAX_INFO	The guild territory will be abandoned in %s. All items in the guild warehouse will be deleted.
GUILD_TILE_BASEINFO	Territory Information
GUILD_TILE_BOARD	Guild Messages
GUILD_TILE_GRADE	Rights Administration
GUILD_TILE_INFO	Guild Information
GUILD_TILE_MEMBER	Member
GUILD_TILE_SKILL	Guild Skills
GUILD_USE_MASTER_ONLY	Only the guild leader has this right.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Guild War Area
GUILD_WAR2	Guild War Area
GUILD_WAR3	Guild War Area
GUILD_WAR4	Guild War Area
GUILD_WAR_GAINSCORE_FIFTY	50 points
GUILD_WAR_GAINSCORE_HUNDRED	100 points
GUILD_WAR_GAINSCORE_THIRTY	30 points
GUILD_WAR_GAMETIME_SIXTY	60 minutes
GUILD_WAR_GAMETIME_TEN	10 minutes
GUILD_WAR_GAMETIME_THIRTY	30 minutes
GUILD_WAR_LIMIT_30MIN	Time: 30 Minutes
GUILD_WAR_REWARD_POTION	Reward: The winner receives a Potion
GUILD_WAR_SELECT_WAR	Select type
GUILD_WAR_TYPE_DEFENSE	Shield Battle
GUILD_WAR_TYPE_DIE	Arena Battle
GUILD_WAR_TYPE_FLAG	Capture the Flag
GUILD_WAR_TYPE_NORMAL	Field Battle
GUILD_WAR_TYPE_TIGER	Annihilation
GUILD_WAR_TYPE_TIME	Time Attack
GUILD_WAR_USE_BATTLE_MAP	Location: Guild War Arena
GUILD_WAR_USE_NORMAL_MAP	Location: Normal Map
GUILD_WAR_WIN_CHECK_SCORE	The highest result wins the war.
GUILD_WAR_WIN_FIVE	5 rounds
GUILD_WAR_WIN_ONE	1 round
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Capture the flag of your enemy
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	and carry it to your base.
GUILD_WAR_WIN_THREE	3 rounds
GUILD_WAR_WIN_WIPE_OUT_GUILD	Defeat all enemies to win.
GUILD_WITHDRAW	Fallback
GUILD_YOU_DO_NOT_JOIN	You are not a member of any Guild.
HACK_USER_MESSAGE	This function is unavailable as hacking software has been detected.
HORSE_HEALTH0	Dead
HORSE_HEALTH1	Starving
HORSE_HEALTH2	Hungry
HORSE_HEALTH3	Full
HORSE_LEVEL1	Normal Horse
HORSE_LEVEL2	Battle Horse
HORSE_LEVEL3	Military Horse
HORSE_LEVEL4	Mighty War Horse
HOUR	hr
HOW_MANY_ITEM_DO_YOU_DROP1	Do you want to drop %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Do you want to drop %s %d?
INPUT_MATRIX_CARD_NUMBER	Enter Matrix Cardnumber.
INPUT_MATRIX_CARD_TITLE	Matrix Card
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Enter deletion-code from your account settings here.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Delete character
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Role of Return cannot be combined.
INVENTORY_REALLY_USE_ITEM	Use item on this item?
INVENTORY_REALLY_USE_ITEM2	Do you really want to use this item?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Do you really want to put your pet in the Transport Box?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Do you want to open a Transport Box?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	Do you want to feed %s to %s?
IS_NOT_PET_CHANGE_ITEM	That is not an Enchant Pet item.
IS_NOT_PET_ITEM	That is not a pet.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	None
JOB_ASSASSIN1	Blade Ninja
JOB_ASSASSIN2	Archery Ninja
JOB_SHAMAN	Shaman
JOB_SHAMAN0	None
JOB_SHAMAN1	Dragon Shaman
JOB_SHAMAN2	Healing Shaman
JOB_SURA	Sura
JOB_SURA0	None
JOB_SURA1	Weaponry Sura
JOB_SURA2	Magic Sura
JOB_WARRIOR	Warrior
JOB_WARRIOR0	None
JOB_WARRIOR1	Body Warrior
JOB_WARRIOR2	Mental Warrior
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Amateur Lycan
JOB_WOLFMAN1	Instinct
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	Exit without saving?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] are not allowed here!
KEYCHANGE_SAVE_EXIT	Save and exit?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CTRL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CTRL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	DOWN
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	`
KEY_GRAVE_LALT	ALT + `
KEY_GRAVE_LCONTROL	CTRL + `
KEY_GRAVE_LSHIFT	SHIFT + `
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	LEFT
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUMLOCK
KEY_NUMPAD0	NUMPAD 0
KEY_NUMPAD1	NUMPAD 1
KEY_NUMPAD2	NUMPAD 2
KEY_NUMPAD3	NUMPAD 3
KEY_NUMPAD4	NUMPAD 4
KEY_NUMPAD5	NUMPAD 5
KEY_NUMPAD6	NUMPAD 6
KEY_NUMPAD7	NUMPAD 7
KEY_NUMPAD8	NUMPAD 8
KEY_NUMPAD9	NUMPAD 9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	.
KEY_PERIOD_LALT	ALT + .
KEY_PERIOD_LCONTROL	CTRL + .
KEY_PERIOD_LSHIFT	SHIFT + .
KEY_PGDN	PAGE DOWN
KEY_PGUP	PAGE UP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	RIGHT
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	SPACE
KEY_SUBTRACT	-
KEY_SYSRQ	PRT SCN
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	UP
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CTRL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CTRL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEFT_TIME	Time Remaining
LOGIN_CONNECT_FAILURE	Error while connecting to the server.
LOGIN_CONNECT_SUCCESS	You have been connected to the server.
LOGIN_CONNETING	Please wait while you are connected to the server.
LOGIN_FAILURE_ALREAY	Your account is already connected.
LOGIN_FAILURE_BACKEND_ERR	An error has occurred. Please contact Support.
LOGIN_FAILURE_BE_SAME_KEY	Registration problem.
LOGIN_FAILURE_BLOCK_ID	This account has been blocked.
LOGIN_FAILURE_BLOCK_LOGIN	Closed server: only accounts created before the closure may enter. Please choose another one!
LOGIN_FAILURE_COUNTRY_ERR	The country code is incorrect.\nPlease contact Support.
LOGIN_FAILURE_INTEGRTING	This account is currently being merged. Please try again later.
LOGIN_FAILURE_IOVATION_ERR	Please activate the two-factor authentication to access this server.
LOGIN_FAILURE_NOBILL	The account has no playing time.
LOGIN_FAILURE_NOT_AVAIL	The account is not available.
LOGIN_FAILURE_NOT_EXIST_ID	Account name or password incorrect.
LOGIN_FAILURE_NOT_MAIL_CONFIRM	You must verify your account by email.
LOGIN_FAILURE_REPAIR_ID	Items have been restored for this account.
LOGIN_FAILURE_SAMELOGIN	Somebody has connected to your account.
LOGIN_FAILURE_SERVER_GRADE	This account unfortunately cannot access this exclusive server.
LOGIN_FAILURE_SHUTDOWN	The server is not open yet.
LOGIN_FAILURE_STEAM_SESSION	Your session has timed out. Please restart the client.
LOGIN_FAILURE_TNT_SESSION	The client cannot be opened. Please restart the launcher and log in.
LOGIN_FAILURE_TOO_MANY_USER	You could not connect because too many players are online.
LOGIN_FAILURE_UNKNOWN	You could not register for unknown reasons.
LOGIN_FAILURE_WEB_BLOCK	You have been blocked at the website. Please check your EMails.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	You entered a wrong number.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	You entered a wrong number three times. /n Your connection will be disabled.
LOGIN_FAILURE_WRONG_PASSWORD	Account name or password incorrect.
LOGIN_INPUT_ID	Enter the ID.
LOGIN_INPUT_PASSWORD	Enter the password.
LOGIN_PROCESSING	Logging in...
MALL_CANNOT_INSERT	You cannot place the Item.
MALL_PASSWORD_TITLE	Password
MAP_A1	Yongan Area
MAP_A2	Valley of Seungryong
MAP_A2_1	None7
MAP_A3	Gebiet Jayang
MAP_AG	Jungrang
MAP_B1	Joan Area
MAP_B2	Valley of Imji
MAP_B3	Bokjung Area
MAP_BATTLE_FIELD	Combat Zone
MAP_BATTLE_ROYALE	Battle Royale
MAP_BAY	Nephrite Bay
MAP_BAYBLACKSAND	Nephrite Bay
MAP_BG	Waryong
MAP_BOSS_AWAKEN_DAWNMIST	RX: Enchanted Forest
MAP_BOSS_AWAKEN_FLAME	RX: Red Dragon Fortress
MAP_BOSS_AWAKEN_SKIPIA	RX: Grotto of Exile
MAP_BOSS_AWAKEN_SNOW	RX: Nemere's Watchtower
MAP_BOSS_CRACK_DAWNMIST	TR: Enchanted Forest
MAP_BOSS_CRACK_FLAME	TR: Red Dragon Fortress
MAP_BOSS_CRACK_SKIPIA	TR: Grotto of Exile
MAP_BOSS_CRACK_SNOW	TR: Nemere's Watchtower
MAP_BOSS_LABYRINTH	Plateau of Illusions
MAP_C1	Pyungmoo Area
MAP_C2	Valley of Bangsan
MAP_C3	Bakra Area
MAP_CAPE	Cape Dragon Fire
MAP_CAPEDRAGONHEAD	Cape Dragon Fire
MAP_CG	Imha
MAP_CZ_DUNGEON	Zodiac Temple
MAP_DAWN	Gautama Cliff
MAP_DAWNMISTWOOD	Gautama Cliff
MAP_DAWNMIST_DUNGEON_01	Enchanted Forest
MAP_DEFENSE_WAVE	Ship Defence
MAP_DEFENSE_WAVE_PORT	Harbour
MAP_DESERT	Yongbi Desert
MAP_DEVILCATACOMB	Devil's Catacomb
MAP_DEVILTOWER1	Demon Tower
MAP_DUEL	Training Fight Arena
MAP_E	Colony
MAP_EASTPLAIN_01	Dong Gwang Plain
MAP_EASTPLAIN_02	Seo Gwang Wastelands
MAP_EASTPLAIN_03	Nam Gwang Chasm
MAP_ELEMENTAL_DUNGEON	Elemental Realm
MAP_EMPIRECASTLE	Abandoned Fortress
MAP_EMPIREWAR01	Castle Battle
MAP_EMPIREWAR02	Castle Battle
MAP_EMPIREWAR03	Castle Battle
MAP_FARMING_DUNGEON	Mysterious Dungeon
MAP_FLAME	Doyyumhwan
MAP_GUILD_01	Jungrang
MAP_GUILD_02	Waryong
MAP_GUILD_03	Imha
MAP_GUILD_PVE	Palace of the Dragon King
MAP_HOLYPLACE_DESERT	Desert Land Kingdom Battle
MAP_HOLYPLACE_FLAME	Fireland Kingdom Battle
MAP_HOLYPLACE_ICE	Ice Land Kingdom Battle
MAP_MAZE_DUNGEON_01	Gnoll Caves Level 1
MAP_MAZE_DUNGEON_02	Gnoll Caves Level 2
MAP_MAZE_DUNGEON_03	Gnoll Caves Level 3
MAP_MILGYO	Hwang Temple
MAP_MILGYO_A	None8
MAP_MINIBOSS_01	Blue Dungeon – Lvl 40-80
MAP_MINIBOSS_02	Red Dungeon – Lvl 81+
MAP_MISTS_OF_ISLAND	Isle of Mist
MAP_MONKEY_DUNGEON	Hasun Dong
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasun Dong
MAP_MONKEY_DUNGEON_12	Hasun Dong
MAP_MONKEY_DUNGEON_13	Hasun Dong
MAP_MT_THUNDER	Thunder Mountains
MAP_MT_TH_DUNGEON_01	Temple of the Ochao
MAP_NUSLUCK	Land of Giants
MAP_NUSLUCK01	Land of Giants
MAP_N_DESERT_01	Yongbi Desert
MAP_N_DESERT_02	None6
MAP_N_FLAME_01	Fireland
MAP_N_FLAME_02	None5
MAP_N_FLAME_DRAGON	Meley's Lair
MAP_N_FLAME_DUNGEON_01	Red Dragon Fortress
MAP_N_SNOWM_01	Mount Sohan
MAP_N_SNOWM_02	None4
MAP_N_SNOW_DUNGEON_01	Nemere's Watchtower
MAP_N_THREEWAY	Valley of Seungryong
MAP_OXEVENT	OX contest
MAP_PATHWAY_DESERT_01	Desert Land Kingdom Battle
MAP_PATHWAY_DESERT_02	Desert Land Kingdom Battle
MAP_PATHWAY_DESERT_03	Desert Land Kingdom Battle
MAP_PATHWAY_FLAME_01	Fireland Kingdom Battle
MAP_PATHWAY_FLAME_02	Fireland Kingdom Battle
MAP_PATHWAY_FLAME_03	Fireland Kingdom Battle
MAP_PATHWAY_ICE_01	Ice Land Kingdom Battle
MAP_PATHWAY_ICE_02	Gameland
MAP_PATHWAY_ICE_03	Ice Land Kingdom Battle
MAP_PRIVATE_SHOP_MAP	Market
MAP_SKELTOWER	Gumsan Tower
MAP_SKIPIA_DUNGEON_01	Grotto of Exile
MAP_SKIPIA_DUNGEON_011	None10
MAP_SKIPIA_DUNGEON_012	None12
MAP_SKIPIA_DUNGEON_013	None14
MAP_SKIPIA_DUNGEON_02	Grotto of Exile 2
MAP_SKIPIA_DUNGEON_021	None11
MAP_SKIPIA_DUNGEON_022	None13
MAP_SKIPIA_DUNGEON_023	None15
MAP_SKIPIA_DUNGEON_BOSS	Dragon's Temple
MAP_SKIPIA_DUNGEON_BOSS_1	Spider Dungeon 1
MAP_SKIPIA_DUNGEON_BOSS_2	Spider Dungeon 2
MAP_SKIPIA_DUNGEON_BOSS_3	Spider Dungeon 3
MAP_SNAKE_TEMPLE_1	1st Level of the Serpent Temple
MAP_SNAKE_TEMPLE_2	Serpent Temple
MAP_SNAKE_VALLEY	Yilad Pass
MAP_SNOW	Mount Sohan
MAP_SPIDER	Kuahlo Dong
MAP_SPIDERDUNGEON	Spider Dungeon 1
MAP_SPIDERDUNGEON_02	Spider Dungeon 2
MAP_SPIDERDUNGEON_02_1	Spider Dungeon 2
MAP_SPIDERDUNGEON_03	Spider Dungeon 3
MAP_SUNGMAHEE_TOWER_DUNGEON	Sung Mahi Tower
MAP_SUNGMAHEE_TOWER_WAIT	Entrance Hall
MAP_SUNGZI	Kingdom Battle
MAP_SUNGZI_DESERT_01	Desert Land Kingdom Battle
MAP_SUNGZI_DESERT_HILL_01	Desert Land Kingdom Battle
MAP_SUNGZI_DESERT_HILL_02	Desert Land Kingdom Battle
MAP_SUNGZI_DESERT_HILL_03	Desert Land Kingdom Battle
MAP_SUNGZI_FLAME_HILL_01	Fireland Kingdom Battle
MAP_SUNGZI_FLAME_HILL_02	Fireland Kingdom Battle
MAP_SUNGZI_FLAME_HILL_03	Fireland Kingdom Battle
MAP_SUNGZI_SNOW	Ice Land Kingdom Battle
MAP_SUNGZI_SNOW_PASS01	Ice Land Kingdom Battle
MAP_SUNGZI_SNOW_PASS02	Ice Land Kingdom Battle
MAP_SUNGZI_SNOW_PASS03	Ice Land Kingdom Battle
MAP_T1	Guild War Area
MAP_T2	Guild War Area
MAP_T3	Guild War Area
MAP_T4	Guild War Area
MAP_TEMPLE	Hwang Temple
MAP_THUNDER	Thunder Mountains
MAP_TREE	Lungsam
MAP_TRENT	Ghost Forest
MAP_TRENT02	Red Forest
MAP_TRENT02_A	Red Forest
MAP_TRENT_A	None9
MAP_WEDDING_01	Wedding Map
MAP_WHITE_DRAGON_CAVE_01	Northwind Shelter
MAP_WHITE_DRAGON_CAVE_02	Northwind Descent
MAP_WHITE_DRAGON_CAVE_BOSS	Northwind Deeps
MAP_WHITE_DRAGON_VALLEY	Soul Gorge
MAP_WL	Snakefield
MAP_WL_01	Snakefield
NOT_POSSIBLE	It's not possible:
MC_ACCUMULATION_COUNT	Collected Monster Cards: %d
MC_ALTER_TEXT	Mission level: %d
MC_CARD_FALL_SHORT	Insufficient registered cards.
MC_CARD_SHUFFLE	Do you want to shuffle the cards?
MC_INIT_ITEM_FALL_SHORT	You require %d Reset Ticket(s).
MC_MISSION_FAIL_MSG	No active mission or limit exceeded.
MC_MISSION_INIT	Do you want to reset the mission to level 1?
MC_MISSION_NO_CLEAR	You must complete the mission first.
MC_MOTION_BUTTON_OVER_MSG	This option only unlocks at 2 stars.
MC_POLY_BUTTON_OVER_MSG	This option only unlocks at 3 stars.
MC_POLY_FAIL	You cannot transform at the moment.
MC_POLY_QUESTION	Do you want to transform into this monster?
MC_PROMOTION_MAX	Cannot be promoted any further.
MC_PROMOTION_QUESTION	Do you want to increase level?
MC_QUESTION_BUTTON_DESC1	Can only be reset 6 times within 24 hours.
MC_QUESTION_BUTTON_DESC2	Each subsequent reset requires more Reset Tickets.
MC_QUESTION_BUTTON_DESC3	Click here to display the remaining cooldown time.
MC_REWARD_FAIL	There isn't enough space in your inventory.
MC_REWARD_MISSION	Do you want to collect your Monster Card now?
MC_SHUFFLE_NO_ITEM	You don't have a Reshuffle Ticket.
MC_TIME	Cooldown: %s
MC_TRADE_QUESTION	%d cards will be deducted. Do you want to continue?
MC_USE_ITEM_FAIL	This card cannot be added.
MC_USE_ITEM_QUESTION	Do you want to add this Monster Card?
MC_WARP_BUTTON_OVER_MSG	This option only unlocks at 4 stars.
MC_WARP_FAIL	You cannot teleport any more.
MC_WARP_LIMIT_LEVEL	Your current level is not high enough to teleport.
MC_WARP_QUESTION	Do you want to teleport to this monster's region?
MESSENGER_ADD_BLOCK_FRIEND	Add
MESSENGER_ADD_FRIEND	Add Friend
MESSENGER_BLOCK	Blocked
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_1	%s added you as a friend.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_2	Accept?
MESSENGER_DO_YOU_DELETE	Delete?
MESSENGER_DO_YOU_DELETE_PHONE_NUMBER	Do you want to delete the cell phone number?
MESSENGER_DO_YOU_MOVE	Do you want to go on?
MESSENGER_EMPTY_LIST	Empty
MESSENGER_FAMILY	Family
MESSENGER_FRIEND	Friends
MESSENGER_GUILD	Guild
MESSENGER_INPUT_MOBILE_AUTHORITY_DESCRIPTION	Enter the confirmation number that was sent to your cell phone.
MESSENGER_INPUT_MOBILE_AUTHORITY_TITLE	Enter confirmation number
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_1	Enter the cell phone number for the Text message sending.
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_2	Do you want to enter the number now?
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_TITLE	Enter cell phone number.
MESSENGER_SEND_MOBILE_MESSAGE_TITLE	Send message.
METIN_TEST	GM TEST
MINIMAP	Open Mini Map
MINIMAP_CANNOT_SEE	Mini Map cannot be seen.
MINIMAP_CAN_NOT_SHOW_AREAMAP	Large Map cannot be shown.
MINIMAP_DEC_SCALE	Zoom out
MINIMAP_INC_SCALE	Zoom in
MINIMAP_OBSERVER_COUNT	%d observers
MINIMAP_SHOW_AREAMAP	Open Large Map
MINI_GAME_RUMI_DISCARD_QUESTION	Do you really want to discard this card?
MINI_GAME_RUMI_EXIT_QUESTION	Do you want to end the game and collect your reward?\nYour score and remaining cards will then be reset!
MINI_GAME_RUMI_START_QUESTION	You must pay a fee of %d Yang in order to play. You will also need %d Card Set(s).\nDo you want to start the game?
MINUTE	min
MONETARY_UNIT0	Yang
MONETARY_UNIT1	Ten Thousand
MONETARY_UNIT2	Hundred Billion
MONEY_INPUT_DIALOG_SELLPRICE	Sales Price:
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Cancel
MOVE_CHANNEL_NOTICE	You are connected to channel %d.
MOVE_CHANNEL_NOT_MOVE	You cannot change your channel.
MOVE_CHANNEL_SELECT	OK
MOVE_CHANNEL_TITLE	Channels
MOVE_ITEM_FAILURE_PRIVATE_SHOP	You cannot move items while you have a private shop open.
MUSIC_EMPTY_MUSIC_LIST	No Backgroundmusic.
MUSIC_METIN2_DEFAULT_THEMA	Metin2 Standard music
MUSIC_NOT_SELECT_MUSIC	No Music file chosen.
NEEFD_REST	You must rest first.
NOT_YET_SUPPORT	Not yer supported
OPEN_THE_SPECIAL_ACTION_KIT	%s added to emotions.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	You cannot activate Guild Mode when you do not belong to a Guild.
OPTION_PVPMODE_NOT_SUPPORT	You cannot choose this configuration in PvP Mode.
OPTION_PVPMODE_PROTECT	You need to have at least Level %d to be able to change the PvP Mode.
PARTY_ANSWER_TIMEOVER	The invitation was rejected.
PARTY_BONUS_ATTACKER	Attack Value: +%d	SA
PARTY_BONUS_BERSERKER	Attck Speed: +%d	SA
PARTY_BONUS_BUFFER	Skill Duration: +%d	SA
PARTY_BONUS_DEFENDER	Defence +%d%%	SA
PARTY_BONUS_EXP	Bonus EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	HP recovery per kill +%d%%	SA
PARTY_BONUS_TANKER	Max. HP: +%d	SA
PARTY_BREAK_UP	Delete Group
PARTY_DO_YOU_ACCEPT	would like to join the Group.
PARTY_DO_YOU_JOIN	has invited you to join his group. Accept?
PARTY_EXP_DISTRIBUTION_MODE	EXP Distribution
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Level dependant
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Higher level group members receive more EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	even
